age,county_name,N_patients,pct_pcv,suppressed,fips
age_u1y,"BOULDER,CO",1517,73.4,0,08013
age_u1y,"NEWHAVEN,CT",694,68.6,0,09009
age_u1y,"DESCHUTES,OR",1771,67.1,0,41017
age_u1y,"ANNEARUNDEL,MD",486,56.4,0,24003
age_u1y,"SANMATEO,CA",2042,84.2,0,06081
age_u1y,"DOUGLAS,CO",1021,70.2,0,08035
age_u1y,"ALBANY,NY",1457,73.7,0,36001
age_u1y,"FAIRFIELD,CT",477,79.5,0,09001
age_u1y,"MONTEREY,CA",1678,88.4,0,06053
age_u1y,"HALL,GA",1908,78.5,0,13139
age_u1y,"HAMILTON,TN",1625,54.7,0,47065
age_u1y,"DAKOTA,MN",1128,69.5,0,27037
age_u1y,"KERN,CA",1439,81,0,06029
age_u1y,"ANOKA,MN",1204,69.9,0,27003
age_u1y,"BROOME,NY",1227,80.5,0,36007
age_u1y,"SAINTLOUIS,MN",773,72.8,0,NA
age_u1y,"STEARNS,MN",1518,71.9,0,27145
age_u1y,"PRINCEGEORGES,MD",528,52.3,0,NA
age_u1y,"HARFORD,MD",403,38.5,0,24025
age_u1y,"CHEROKEE,GA",901,69.5,0,13057
age_u1y,"NEWLONDON,CT",672,78.1,0,09011
age_u1y,"BERNALILLO,NM",104,36.5,0,35001
age_u1y,"SARATOGA,NY",674,65.3,0,36091
age_u1y,"ONONDAGA,NY",577,74.5,0,36067
age_u1y,"PAULDING,GA",1057,71.1,0,13223
age_u1y,"LINN,OR",1056,65,0,41043
age_u1y,"ONEIDA,NY",491,72.3,0,36065
age_u1y,"MONTGOMERY,MD",468,60.9,0,24031
age_u1y,"MARION,OR",621,59.9,0,41047
age_u1y,"SANJOAQUIN,CA",849,69,0,06077
age_u1y,"SULLIVAN,TN",585,64.4,0,47163
age_u1y,"SONOMA,CA",1005,86.9,0,06097
age_u1y,"RICHMOND,NY",213,56.8,0,36085
age_u1y,"WASHINGTON,MN",669,71,0,27163
age_u1y,"BRONX,NY",290,71,0,36005
age_u1y,"MIDDLESEX,CT",550,70.7,0,09007
age_u1y,"DOUGLAS,GA",996,73,0,13097
age_u1y,"RENSSELAER,NY",627,68.6,0,36083
age_u1y,"ONTARIO,NY",520,75.6,0,36069
age_u1y,"ORANGE,NY",248,46.4,0,36071
age_u1y,"WASHINGTON,TN",553,73.2,0,47179
age_u1y,"STEUBEN,NY",464,79.1,0,36101
age_u1y,"WAYNE,NY",372,68,0,36117
age_u1y,"HOWARD,MD",137,56.9,0,24027
age_u1y,"SHERBURNE,MN",559,69.4,0,27141
age_u1y,"HUMBOLDT,CA",422,79.4,0,06023
age_u1y,"LITCHFIELD,CT",139,66.2,0,09005
age_u1y,"LOWNDES,GA",549,39.9,0,13185
age_u1y,"TOLLAND,CT",344,76.2,0,09013
age_u1y,"NIAGARA,NY",59,55.9,0,36063
age_u1y,"CLAYTON,GA",776,61.1,0,13063
age_u1y,"PUEBLO,CO",406,59.6,0,08101
age_u1y,"WICOMICO,MD",454,66.7,0,24045
age_u1y,"WRIGHT,MN",478,58.2,0,27171
age_u1y,"HENRY,GA",531,59.7,0,13151
age_u1y,"MADERA,CA",691,72.5,0,06039
age_u1y,"BENTON,OR",343,65.6,0,41003
age_u1y,"FORSYTH,GA",357,65,0,13117
age_u1y,"SOLANO,CA",697,80.1,0,06095
age_u1y,"CLAY,MN",555,78.9,0,27027
age_u1y,"WINDHAM,CT",329,78.7,0,09015
age_u1y,"SANTACRUZ,CA",274,87.6,0,06087
age_u1y,"CHEMUNG,NY",372,88.4,0,36015
age_u1y,"TULARE,CA",476,67.6,0,06107
age_u1y,"MARIN,CA",524,88.2,0,06041
age_u1y,"SAINTLAWRENCE,NY",196,92.3,0,NA
age_u1y,"WASHINGTON,MD",122,67.2,0,24043
age_u1y,"SHELBY,TN",180,80,0,47157
age_u1y,"JACKSON,OR",263,65.8,0,41029
age_u1y,"JACKSON,GA",341,64.2,0,13157
age_u1y,"BARROW,GA",343,68.8,0,13013
age_u1y,"COOS,OR",424,63.9,0,41011
age_u1y,"CROWWING,MN",212,61.3,0,27035
age_u1y,"CLINTON,NY",169,50.9,0,36019
age_u1y,"GREENE,TN",463,68.7,0,47059
age_u1y,"WHITFIELD,GA",482,42.3,0,13313
age_u1y,"OTTERTAIL,MN",415,68.7,0,27111
age_u1y,"TROUP,GA",387,63.8,0,13285
age_u1y,"LIVINGSTON,NY",213,65.3,0,36051
age_u1y,"LANE,OR",291,64.6,0,41039
age_u1y,"WESTCHESTER,NY",56,60.7,0,36119
age_u1y,"CHARLES,MD",133,36.1,0,24017
age_u1y,"MESA,CO",445,38.7,0,08077
age_u1y,"LINCOLN,OR",271,72,0,41041
age_u1y,"ITASCA,MN",305,62.6,0,27061
age_u1y,"MADISON,TN",602,57.8,0,47113
age_u1y,"KANDIYOHI,MN",504,73.2,0,27067
age_u1y,"OTSEGO,NY",175,81.1,0,36077
age_u1y,"BARTOW,GA",308,66.9,0,13015
age_u1y,"GENESEE,NY",161,59.6,0,36037
age_u1y,"BELTRAMI,MN",356,66.3,0,27007
age_u1y,"CHISAGO,MN",335,67.5,0,27025
age_u1y,"SULLIVAN,NY",132,60.6,0,36105
age_u1y,"HERKIMER,NY",83,66.3,0,36043
age_u1y,"CHENANGO,NY",266,80.5,0,36017
age_u1y,"HAWKINS,TN",175,65.7,0,47073
age_u1y,"TIOGA,NY",246,83.7,0,36107
age_u1y,"STANISLAUS,CA",126,73,0,06099
age_u1y,"MERCED,CA",379,76.8,0,06047
age_u1y,"SCOTT,MN",170,67.6,0,27139
age_u1y,"GORDON,GA",195,62.1,0,13129
age_u1y,"HABERSHAM,GA",409,75.1,0,13137
age_u1y,"ULSTER,NY",157,66.2,0,36111
age_u1y,"SANTABARBARA,CA",326,79.1,0,06083
age_u1y,"BROOMFIELD,CO",268,67.2,0,08014
age_u1y,"BENTON,MN",337,70.3,0,27009
age_u1y,"RICHMOND,GA",697,66.7,0,13245
age_u1y,"COLUMBIA,OR",258,67.8,0,41009
age_u1y,"UMATILLA,OR",354,65.8,0,41059
age_u1y,"CARTER,TN",213,69,0,47019
age_u1y,"YAMHILL,OR",267,70.4,0,41071
age_u1y,"BECKER,MN",257,67.3,0,27005
age_u1y,"SPALDING,GA",190,55.8,0,13255
age_u1y,"CARROLL,MD",69,55.1,0,24013
age_u1y,"WORCESTER,MD",71,47.9,0,24047
age_u1y,"CLARKE,GA",195,72.8,0,13059
age_u1y,"TOMPKINS,NY",37,75.7,0,36109
age_u1y,"COLUMBIA,NY",226,71.7,0,36021
age_u1y,"SCHENECTADY,NY",192,68.2,0,36093
age_u1y,"FLOYD,GA",132,66.7,0,13115
age_u1y,"QUEENANNES,MD",60,45,0,NA
age_u1y,"DELAWARE,NY",182,77.5,0,36025
age_u1y,"BRADLEY,TN",315,48.9,0,47011
age_u1y,"TALBOT,MD",136,69.9,0,24041
age_u1y,"POLK,MN",232,77.2,0,27119
age_u1y,"MENDOCINO,CA",272,77.9,0,06045
age_u1y,"CORTLAND,NY",76,73.7,0,36023
age_u1y,"CARROLL,GA",261,66.3,0,13045
age_u1y,"FREDERICK,MD",62,61.3,0,24021
age_u1y,"FRANKLIN,NY",139,70.5,0,36033
age_u1y,"YOLO,CA",328,81.4,0,06113
age_u1y,"DORCHESTER,MD",216,71.8,0,24019
age_u1y,"CROOK,OR",245,65.7,0,41013
age_u1y,"CATOOSA,GA",143,51,0,13047
age_u1y,"MALHEUR,OR",250,75.6,0,41045
age_u1y,"PLACER,CA",33,66.7,0,06061
age_u1y,"CAROLINE,MD",156,59.6,0,24011
age_u1y,"COLUMBIA,GA",455,68.1,0,13073
age_u1y,"ALLEGANY,NY",222,75.7,0,36003
age_u1y,"WALKER,GA",170,57.1,0,13295
age_u1y,"ELDORADO,CA",5,NA,1,06017
age_u1y,"CASS,MN",153,56.9,0,27021
age_u1y,"SANDOVAL,NM",12,NA,0,35043
age_u1y,"WHITE,GA",181,72.9,0,13311
age_u1y,"ORLEANS,NY",90,57.8,0,36073
age_u1y,"WARREN,NY",104,47.1,0,36113
age_u1y,"MURRAY,GA",156,52.6,0,13213
age_u1y,"WALTON,GA",220,64.1,0,13297
age_u1y,"JEFFERSON,OR",243,65.8,0,41031
age_u1y,"LUMPKIN,GA",119,71.4,0,13187
age_u1y,"CECIL,MD",204,57.8,0,24015
age_u1y,"GREENE,NY",138,66.7,0,36039
age_u1y,"DOUGLAS,MN",93,72,0,27041
age_u1y,"KINGS,CA",211,72,0,06031
age_u1y,"NAPA,CA",344,81.4,0,06055
age_u1y,"MORRISON,MN",183,60.7,0,27097
age_u1y,"STEPHENS,GA",235,69.4,0,13257
age_u1y,"CHAVES,NM",82,64.6,0,35005
age_u1y,"WASHINGTON,NY",130,54.6,0,36115
age_u1y,"COWETA,GA",207,61.8,0,13077
age_u1y,"WINONA,MN",139,69.8,0,27169
age_u1y,"DOUGLAS,OR",65,58.5,0,41019
age_u1y,"MILLELACS,MN",188,64.4,0,27095
age_u1y,"ESSEX,NY",53,69.8,0,36031
age_u1y,"CARLTON,MN",127,81.1,0,27017
age_u1y,"GARRETT,MD",133,41.4,0,24023
age_u1y,"FAYETTE,GA",139,59.7,0,13113
age_u1y,"MADISON,NY",45,80,0,36053
age_u1y,"SCHOHARIE,NY",91,78,0,36095
age_u1y,"DAWSON,GA",149,65.1,0,13085
age_u1y,"HUBBARD,MN",112,68.8,0,27057
age_u1y,"TODD,MN",187,69.5,0,27153
age_u1y,"NEWTON,GA",196,61.2,0,13217
age_u1y,"DYER,TN",219,71.2,0,47045
age_u1y,"WYOMING,NY",61,57.4,0,36121
age_u1y,"GIBSON,TN",171,56.1,0,47053
age_u1y,"ROCKDALE,GA",131,55.7,0,13247
age_u1y,"ROUTT,CO",175,69.1,0,08107
age_u1y,"SENECA,NY",57,70.2,0,36099
age_u1y,"OSWEGO,NY",16,NA,0,36075
age_u1y,"FRANKLIN,GA",192,74.5,0,13119
age_u1y,"NOBLES,MN",202,72.3,0,27105
age_u1y,"CAYUGA,NY",17,NA,0,36011
age_u1y,"POLK,GA",93,62.4,0,13233
age_u1y,"ALLEGANY,MD",65,52.3,0,24001
age_u1y,"POLK,OR",95,64.2,0,41053
age_u1y,"CARVER,MN",46,58.7,0,27019
age_u1y,"BAKER,OR",68,67.6,0,41001
age_u1y,"KENT,MD",55,47.3,0,24029
age_u1y,"TELLER,CO",75,42.7,0,08119
age_u1y,"ISANTI,MN",132,56.1,0,27059
age_u1y,"BANKS,GA",124,78.2,0,13011
age_u1y,"TILLAMOOK,OR",20,60,0,41057
age_u1y,"YATES,NY",89,71.9,0,36123
age_u1y,"ROSEAU,MN",116,65.5,0,27135
age_u1y,"HART,GA",108,64.8,0,13147
age_u1y,"FULTON,NY",78,60.3,0,36035
age_u1y,"KLAMATH,OR",200,71.5,0,41035
age_u1y,"SOMERSET,MD",49,65.3,0,24039
age_u1y,"HOODRIVER,OR",92,73.9,0,41027
age_u1y,"WASCO,OR",82,65.9,0,41065
age_u1y,"HOUSTON,MN",97,66,0,27055
age_u1y,"OCONEE,GA",90,67.8,0,13219
age_u1y,"WEAKLEY,TN",45,60,0,47183
age_u1y,"PENNINGTON,MN",58,82.8,0,27113
age_u1y,"PINE,MN",66,72.7,0,27115
age_u1y,"MARION,TN",82,53.7,0,47115
age_u1y,"BUTTS,GA",69,58,0,13035
age_u1y,"GREENE,GA",59,69.5,0,13133
age_u1y,"AITKIN,MN",63,79.4,0,27001
age_u1y,"ROCKLAND,NY",26,NA,0,36087
age_u1y,"JOHNSON,TN",58,67.2,0,47091
age_u1y,"DUTCHESS,NY",17,76.5,0,36027
age_u1y,"VALENCIA,NM",5,NA,1,35061
age_u1y,"UNICOI,TN",75,73.3,0,47171
age_u1y,"SANBENITO,CA",58,86.2,0,06069
age_u1y,"REDWOOD,MN",69,76.8,0,27127
age_u1y,"SHASTA,CA",30,63.3,0,06089
age_u1y,"ELBERT,CO",65,61.5,0,08039
age_u1y,"CARROLL,TN",96,63.5,0,47017
age_u1y,"CLATSOP,OR",28,50,0,41007
age_u1y,"WADENA,MN",99,51.5,0,27159
age_u1y,"RABUN,GA",96,72.9,0,13241
age_u1y,"SANLUISOBISPO,CA",42,66.7,0,06079
age_u1y,"JEFFERSON,NY",5,NA,1,36045
age_u1y,"KOOCHICHING,MN",48,70.8,0,27071
age_u1y,"SEQUATCHIE,TN",92,52.2,0,47153
age_u1y,"MEEKER,MN",54,55.6,0,27093
age_u1y,"SCHUYLER,NY",42,73.8,0,36097
age_u1y,"MCNAIRY,TN",38,42.1,0,47109
age_u1y,"IMPERIAL,CA",21,81,0,06025
age_u1y,"LAKE,CA",35,82.9,0,06033
age_u1y,"OBION,TN",34,64.7,0,47131
age_u1y,"VENTURA,CA",5,NA,1,06111
age_u1y,"FREMONT,CO",47,55.3,0,08043
age_u1y,"MONTGOMERY,NY",41,70.7,0,36057
age_u1y,"CAMDEN,GA",68,86.8,0,13039
age_u1y,"SANTAFE,NM",5,NA,1,35049
age_u1y,"BERRIEN,GA",61,42.6,0,13019
age_u1y,"LAUDERDALE,TN",89,61.8,0,47097
age_u1y,"MORROW,OR",111,76.6,0,41049
age_u1y,"MADISON,GA",72,62.5,0,13195
age_u1y,"MUSCOGEE,GA",70,54.3,0,13215
age_u1y,"RHEA,TN",108,50,0,47143
age_u1y,"BUTTE,CA",5,NA,1,06007
age_u1y,"ROCK,MN",73,75.3,0,27133
age_u1y,"DELNORTE,CA",24,83.3,0,06015
age_u1y,"COTTONWOOD,MN",39,59,0,27033
age_u1y,"MARSHALL,MN",60,61.7,0,27089
age_u1y,"CHATTOOGA,GA",38,68.4,0,13055
age_u1y,"FARIBAULT,MN",52,75,0,27043
age_u1y,"HENDERSON,TN",47,34,0,47077
age_u1y,"CLEARWATER,MN",82,57.3,0,27029
age_u1y,"PICKENS,GA",67,68.7,0,13227
age_u1y,"MOFFAT,CO",108,66.7,0,08081
age_u1y,"CHAUTAUQUA,NY",14,NA,0,36013
age_u1y,"MERIWETHER,GA",51,64.7,0,13199
age_u1y,"CURRY,OR",23,47.8,0,41015
age_u1y,"MARTIN,MN",94,67,0,27091
age_u1y,"UNION,GA",24,NA,0,13291
age_u1y,"CATTARAUGUS,NY",12,NA,0,36009
age_u1y,"HOUSTON,GA",47,61.7,0,13153
age_u1y,"BIBB,GA",44,68.2,0,13021
age_u1y,"JACKSON,MN",36,75,0,27063
age_u1y,"HARDEMAN,TN",67,40.3,0,47069
age_u1y,"SWIFT,MN",67,76.1,0,27151
age_u1y,"BLEDSOE,TN",63,63.5,0,47007
age_u1y,"MORGAN,CO",46,63,0,08087
age_u1y,"RENVILLE,MN",59,59.3,0,27129
age_u1y,"PUTNAM,GA",19,68.4,0,13237
age_u1y,"HARALSON,GA",69,65.2,0,13143
age_u1y,"HARNEY,OR",50,54,0,41025
age_u1y,"BENTON,TN",46,65.2,0,47005
age_u1y,"CHESTER,TN",54,50,0,47023
age_u1y,"WALLOWA,OR",36,63.9,0,41063
age_u1y,"LYON,MN",18,66.7,0,27083
age_u1y,"JOSEPHINE,OR",31,54.8,0,41033
age_u1y,"WILKIN,MN",36,88.9,0,27167
age_u1y,"LAMAR,GA",30,43.3,0,13171
age_u1y,"CURRY,NM",98,83.7,0,35009
age_u1y,"SAINTMARYS,MD",5,NA,1,NA
age_u1y,"PIKE,GA",36,50,0,13231
age_u1y,"GILMER,GA",47,55.3,0,13123
age_u1y,"GARFIELD,CO",42,42.9,0,08045
age_u1y,"CALVERT,MD",5,NA,1,24009
age_u1y,"MURRAY,MN",39,71.8,0,27101
age_u1y,"NORMAN,MN",27,96.3,0,27107
age_u1y,"COOK,GA",32,34.4,0,13075
age_u1y,"LANIER,GA",32,NA,0,13173
age_u1y,"SISKIYOU,CA",28,89.3,0,06093
age_u1y,"DADE,GA",35,51.4,0,13083
age_u1y,"PITKIN,CO",35,62.9,0,08097
age_u1y,"TIPTON,TN",51,84.3,0,47167
age_u1y,"ELBERT,GA",40,77.5,0,13105
age_u1y,"FANNIN,GA",28,67.9,0,13111
age_u1y,"CHIPPEWA,MN",39,69.2,0,27023
age_u1y,"HARRIS,GA",24,66.7,0,13145
age_u1y,"TOWNS,GA",5,NA,1,13281
age_u1y,"CROCKETT,TN",80,52.5,0,47033
age_u1y,"BROOKS,GA",32,NA,0,13027
age_u1y,"EAGLE,CO",22,54.5,0,08037
age_u1y,"FILLMORE,MN",33,75.8,0,27045
age_u1y,"OTERO,CO",37,43.2,0,08089
age_u1y,"DAVIDSON,TN",15,NA,0,47037
age_u1y,"HAYWOOD,TN",55,49.1,0,47075
age_u1y,"RICE,MN",38,71.1,0,27131
age_u1y,"MORGAN,GA",46,67.4,0,13211
age_u1y,"HARDIN,TN",20,NA,0,47071
age_u1y,"UNION,OR",16,68.8,0,41061
age_u1y,"GRANT,MN",30,76.7,0,27051
age_u1y,"YELLOWMEDICINE,MN",22,86.4,0,27173
age_u1y,"POPE,MN",20,70,0,27121
age_u1y,"LOGAN,CO",16,NA,0,08075
age_u1y,"HENRY,TN",27,66.7,0,47079
age_u1y,"NEVADA,CA",5,NA,1,06057
age_u1y,"DONAANA,NM",5,NA,1,35013
age_u1y,"CHATHAM,GA",20,60,0,13051
age_u1y,"MCMINN,TN",27,NA,0,47107
age_u1y,"MAHNOMEN,MN",28,64.3,0,27087
age_u1y,"DELTA,CO",26,NA,0,08029
age_u1y,"MONTROSE,CO",26,46.2,0,08085
age_u1y,"KITTSON,MN",24,62.5,0,27069
age_u1y,"MCKINLEY,NM",5,NA,1,35031
age_u1y,"OGLETHORPE,GA",30,63.3,0,13221
age_u1y,"LAKE,MN",20,80,0,27075
age_u1y,"GRANT,OR",22,NA,0,41023
age_u1y,"POLK,TN",29,37.9,0,47139
age_u1y,"PARK,CO",26,57.7,0,08093
age_u1y,"REDLAKE,MN",21,81,0,27125
age_u1y,"GRAND,CO",24,70.8,0,08049
age_u1y,"UPSON,GA",22,NA,0,13293
age_u1y,"MCLEOD,MN",5,NA,1,27085
age_u1y,"YUBA,CA",30,83.3,0,06115
age_u1y,"KNOX,TN",5,NA,1,47093
age_u1y,"HANCOCK,TN",5,NA,1,47067
age_u1y,"LASANIMAS,CO",13,NA,0,08071
age_u1y,"KANABEC,MN",21,61.9,0,27065
age_u1y,"LAKE,OR",21,52.4,0,41037
age_u1y,"STEVENS,MN",12,NA,0,27149
age_u1y,"SUMMIT,CO",24,62.5,0,08117
age_u1y,"CALAVERAS,CA",5,NA,1,06009
age_u1y,"HEARD,GA",31,45.2,0,13149
age_u1y,"LASSEN,CA",18,NA,0,06035
age_u1y,"TRAVERSE,MN",20,95,0,27155
age_u1y,"WABASHA,MN",5,NA,1,27157
age_u1y,"FAYETTE,TN",5,NA,1,47047
age_u1y,"ROOSEVELT,NM",49,89.8,0,35041
age_u1y,"LAPLATA,CO",13,NA,0,08067
age_u1y,"LEWIS,NY",5,NA,1,36049
age_u1y,"DOUGHERTY,GA",28,50,0,13095
age_u1y,"CHAFFEE,CO",5,NA,1,08015
age_u1y,"HAMBLEN,TN",13,NA,0,47063
age_u1y,"PROWERS,CO",11,NA,0,08099
age_u1y,"OLMSTED,MN",5,NA,1,27109
age_u1y,"MARIPOSA,CA",11,NA,0,06043
age_u1y,"COCKE,TN",21,52.4,0,47029
age_u1y,"TUOLUMNE,CA",5,NA,1,06109
age_u1y,"GUNNISON,CO",47,48.9,0,08051
age_u1y,"BALDWIN,GA",5,NA,1,13009
age_u1y,"DECATUR,TN",18,NA,0,47039
age_u1y,"BIGSTONE,MN",11,NA,0,27011
age_u1y,"AMADOR,CA",5,NA,1,06005
age_u1y,"PIPESTONE,MN",24,58.3,0,27117
age_u1y,"DICKSON,TN",262,67.9,0,47043
age_u1y,"MONROE,GA",17,NA,0,13207
age_u1y,"LAKEOFTHEWOODS,MN",19,84.2,0,27077
age_u1y,"SUTTER,CA",15,86.7,0,06101
age_u1y,"BURKE,GA",55,61.8,0,13033
age_u1y,"MEIGS,TN",19,NA,0,47121
age_u1y,"CIBOLA,NM",5,NA,1,35006
age_u1y,"GRUNDY,TN",21,NA,0,47061
age_u1y,"EDDY,NM",20,NA,0,35015
age_u1y,"BLUEEARTH,MN",5,NA,1,27013
age_u1y,"PUTNAM,NY",5,NA,1,36079
age_u1y,"WILLIAMSON,TN",16,NA,0,47187
age_u1y,"TIFT,GA",18,NA,0,13277
age_u1y,"GLYNN,GA",5,NA,1,13127
age_u1y,"JASPER,GA",27,51.9,0,13159
age_u1y,"TORRANCE,NM",5,NA,1,35057
age_u1y,"GOODHUE,MN",5,NA,1,27049
age_u1y,"MCDUFFIE,GA",44,72.7,0,13189
age_u1y,"PLUMAS,CA",5,NA,1,06063
age_u1y,"HUERFANO,CO",11,NA,0,08055
age_u1y,"LAKE,TN",14,NA,0,47095
age_u1y,"CLINCH,GA",15,NA,0,13065
age_u1y,"LACQUIPARLE,MN",5,NA,1,27073
age_u1y,"COLQUITT,GA",5,NA,1,13071
age_u1y,"FREEBORN,MN",5,NA,1,27047
age_u1y,"THOMAS,GA",15,NA,0,13275
age_u1y,"HUMPHREYS,TN",98,70.4,0,47085
age_u1y,"MONTGOMERY,TN",16,NA,0,47125
age_u1y,"ALAMOSA,CO",17,NA,0,08003
age_u1y,"RIOGRANDE,CO",5,NA,1,08105
age_u1y,"CHARLTON,GA",12,NA,0,13049
age_u1y,"COFFEE,GA",5,NA,1,13069
age_u1y,"LAURENS,GA",20,60,0,13175
age_u1y,"SANJUAN,NM",5,NA,1,35045
age_u1y,"YUMA,CO",5,NA,1,08125
age_u1y,"GILPIN,CO",5,NA,1,08047
age_u1y,"BROWN,MN",5,NA,1,27015
age_u1y,"RUTHERFORD,TN",5,NA,1,47149
age_u1y,"JEFFERSON,GA",29,69,0,13163
age_u1y,"WASHINGTON,GA",20,60,0,13303
age_u1y,"LESUEUR,MN",5,NA,1,27079
age_u1y,"COOK,MN",5,NA,1,27031
age_u1y,"TEHAMA,CA",5,NA,1,06103
age_u1y,"CUMBERLAND,TN",5,NA,1,47035
age_u1y,"ECHOLS,GA",12,NA,0,13101
age_u1y,"HANCOCK,GA",5,NA,1,13141
age_u1y,"BULLOCH,GA",24,62.5,0,13031
age_u1y,"PEACH,GA",11,NA,0,13225
age_u1y,"HAMILTON,NY",5,NA,1,36041
age_u1y,"TAOS,NM",5,NA,1,35055
age_u1y,"OTERO,NM",15,NA,0,35035
age_u1y,"FRANKLIN,TN",5,NA,1,47051
age_u1y,"CUSTER,CO",5,NA,1,08027
age_u1y,"SOCORRO,NM",5,NA,1,35053
age_u1y,"MONTEZUMA,CO",5,NA,1,08083
age_u1y,"RIOARRIBA,NM",5,NA,1,35039
age_u1y,"LEE,GA",5,NA,1,13177
age_u1y,"CLEARCREEK,CO",5,NA,1,08019
age_u1y,"LINCOLN,NM",5,NA,1,35027
age_u1y,"WILKES,GA",5,NA,1,13317
age_u1y,"SANMIGUEL,NM",5,NA,1,35047
age_u1y,"WHEELER,OR",13,NA,0,41069
age_u1y,"SUMNER,TN",5,NA,1,47165
age_u1y,"BENT,CO",5,NA,1,08011
age_u1y,"SANMIGUEL,CO",5,NA,1,08113
age_u1y,"SIERRA,NM",26,65.4,0,35051
age_u1y,"GRAINGER,TN",5,NA,1,47057
age_u1y,"LINCOLN,MN",5,NA,1,27081
age_u1y,"BLOUNT,TN",5,NA,1,47009
age_u1y,"CROWLEY,CO",5,NA,1,08025
age_u1y,"JEFFERSON,TN",5,NA,1,47089
age_u1y,"NICOLLET,MN",5,NA,1,27103
age_u1y,"KITCARSON,CO",14,NA,0,08063
age_u1y,"LINCOLN,GA",13,NA,0,13181
age_u1y,"EFFINGHAM,GA",5,NA,1,13103
age_u1y,"PHILLIPS,CO",5,NA,1,08095
age_u1y,"INYO,CA",5,NA,1,06027
age_u1y,"JONES,GA",5,NA,1,13169
age_u1y,"MODOC,CA",5,NA,1,06049
age_u1y,"STEELE,MN",5,NA,1,27147
age_u1y,"CAMPBELL,TN",5,NA,1,47013
age_u1y,"EMANUEL,GA",13,NA,0,13107
age_u1y,"EARLY,GA",5,NA,1,13099
age_u1y,"SEVIER,TN",5,NA,1,47155
age_u1y,"WARE,GA",5,NA,1,13299
age_u1y,"GLENN,CA",5,NA,1,06021
age_u1y,"SUMTER,GA",5,NA,1,13261
age_u1y,"WASHINGTON,CO",5,NA,1,08121
age_u1y,"WILSON,TN",5,NA,1,47189
age_u1y,"ARCHULETA,CO",5,NA,1,08007
age_u1y,"LINCOLN,CO",5,NA,1,08073
age_u1y,"LOSALAMOS,NM",5,NA,1,35028
age_u1y,"SIBLEY,MN",5,NA,1,27143
age_u1y,"TRINITY,CA",5,NA,1,06105
age_u1y,"BENHILL,GA",5,NA,1,13017
age_u1y,"RIOBLANCO,CO",5,NA,1,08103
age_u1y,"BRYAN,GA",5,NA,1,13029
age_u1y,"MONROE,TN",5,NA,1,47123
age_u1y,"CONEJOS,CO",5,NA,1,08021
age_u1y,"LIBERTY,GA",5,NA,1,13179
age_u1y,"DECATUR,GA",5,NA,1,13087
age_u1y,"GILLIAM,OR",5,NA,1,41021
age_u1y,"QUAY,NM",5,NA,1,35037
age_u1y,"LOUDON,TN",5,NA,1,47105
age_u1y,"WATONWAN,MN",5,NA,1,27165
age_u1y,"GRADY,GA",5,NA,1,13131
age_u1y,"CLAIBORNE,TN",5,NA,1,47025
age_u1y,"LAKE,CO",5,NA,1,08065
age_u1y,"MAURY,TN",5,NA,1,47119
age_u1y,"BACA,CO",5,NA,1,08009
age_u1y,"COLFAX,NM",5,NA,1,35007
age_u1y,"CRISP,GA",5,NA,1,13081
age_u1y,"MONO,CA",5,NA,1,06051
age_u1y,"SHERMAN,OR",5,NA,1,41055
age_u1y,"DODGE,GA",5,NA,1,13091
age_u1y,"WORTH,GA",5,NA,1,13321
age_u1y,"COFFEE,TN",5,NA,1,47031
age_u1y,"ATKINSON,GA",5,NA,1,13003
age_u1y,"COLUSA,CA",19,73.7,0,06011
age_u1y,"MOWER,MN",5,NA,1,27099
age_u1y,"HICKMAN,TN",47,66,0,47081
age_u1y,"PUTNAM,TN",5,NA,1,47141
age_u1y,"TALBOT,GA",5,NA,1,13263
age_u1y,"GRANT,NM",5,NA,1,35017
age_u1y,"JACKSON,CO",11,NA,0,08057
age_u1y,"SEDGWICK,CO",5,NA,1,08115
age_u1y,"WARREN,TN",5,NA,1,47177
age_u1y,"TOOMBS,GA",5,NA,1,13279
age_u1y,"MITCHELL,GA",5,NA,1,13205
age_u1y,"ANDERSON,TN",5,NA,1,47001
age_u1y,"VANBUREN,TN",5,NA,1,47175
age_u1y,"SEMINOLE,GA",5,NA,1,13253
age_u1y,"COSTILLA,CO",5,NA,1,08023
age_u1y,"CLAY,GA",5,NA,1,13061
age_u1y,"WARREN,GA",5,NA,1,13301
age_u1y,"BLECKLEY,GA",5,NA,1,13023
age_u1y,"OURAY,CO",5,NA,1,08091
age_u1y,"ROANE,TN",5,NA,1,47145
age_u1y,"LUNA,NM",5,NA,1,35029
age_u1y,"JENKINS,GA",5,NA,1,13165
age_u1y,"GUADALUPE,NM",5,NA,1,35019
age_u1y,"CHEATHAM,TN",5,NA,1,47021
age_u1y,"PIERCE,GA",5,NA,1,13229
age_u1y,"LEA,NM",5,NA,1,35025
age_u1y,"SIERRA,CA",5,NA,1,06091
age_u1y,"SAGUACHE,CO",5,NA,1,08109
age_u1y,"IRWIN,GA",5,NA,1,13155
age_u1y,"SCREVEN,GA",5,NA,1,13251
age_u1y,"KIOWA,CO",5,NA,1,08061
age_u1y,"WAYNE,GA",5,NA,1,13305
age_u1y,"BRANTLEY,GA",5,NA,1,13025
age_u1y,"PULASKI,GA",5,NA,1,13235
