indicator,year,fips,location,age,vaccine,percent,population,percentPartiallyVaccinated,percentNonMedicalExemption,percentMedicalExemption,percentDiseaseHistory  
"Childhood immunizations","2021","27113","Pennington  ","Childhood (24-35 months)","PCV","90.7","151","null","null","null","null"
"Childhood immunizations","2022","27113","Pennington  ","Childhood (24-35 months)","PCV","86.5","156","null","null","null","null"
"Childhood immunizations","2023","27113","Pennington  ","Childhood (24-35 months)","PCV","82.1","140","null","null","null","null"
"Childhood immunizations","2015","27115","Pine","Childhood (24-35 months)","PCV","71.8","259","null","null","null","null"
"Childhood immunizations","2016","27115","Pine","Childhood (24-35 months)","PCV","76.1","306","null","null","null","null"
"Childhood immunizations","2017","27115","Pine","Childhood (24-35 months)","PCV","77.5","289","null","null","null","null"
"Childhood immunizations","2018","27115","Pine","Childhood (24-35 months)","PCV","79.0","293","null","null","null","null"
"Childhood immunizations","2019","27115","Pine","Childhood (24-35 months)","PCV","77.7","283","null","null","null","null"
"Childhood immunizations","2020","27115","Pine  ","Childhood (24-35 months)","PCV","78.8","278","null","null","null","null"
"Childhood immunizations","2021","27115","Pine  ","Childhood (24-35 months)","PCV","70.8","253","null","null","null","null"
"Childhood immunizations","2022","27115","Pine  ","Childhood (24-35 months)","PCV","72.4","279","null","null","null","null"
"Childhood immunizations","2023","27115","Pine  ","Childhood (24-35 months)","PCV","71.9","288","null","null","null","null"
"Childhood immunizations","2015","27117","Pipestone","Childhood (24-35 months)","PCV","85.6","118","null","null","null","null"
"Childhood immunizations","2016","27117","Pipestone","Childhood (24-35 months)","PCV","85.2","115","null","null","null","null"
"Childhood immunizations","2017","27117","Pipestone","Childhood (24-35 months)","PCV","86.5","133","null","null","null","null"
"Childhood immunizations","2018","27117","Pipestone","Childhood (24-35 months)","PCV","87.7","123","null","null","null","null"
"Childhood immunizations","2019","27117","Pipestone","Childhood (24-35 months)","PCV","81.8","132","null","null","null","null"
"Childhood immunizations","2020","27117","Pipestone  ","Childhood (24-35 months)","PCV","85.3","116","null","null","null","null"
"Childhood immunizations","2021","27117","Pipestone  ","Childhood (24-35 months)","PCV","77.0","152","null","null","null","null"
"Childhood immunizations","2022","27117","Pipestone  ","Childhood (24-35 months)","PCV","75.0","132","null","null","null","null"
"Childhood immunizations","2023","27117","Pipestone  ","Childhood (24-35 months)","PCV","68.6","137","null","null","null","null"
"Childhood immunizations","2015","27119","Polk","Childhood (24-35 months)","PCV","77.2","426","null","null","null","null"
"Childhood immunizations","2016","27119","Polk","Childhood (24-35 months)","PCV","81.1","449","null","null","null","null"
"Childhood immunizations","2017","27119","Polk","Childhood (24-35 months)","PCV","79.7","424","null","null","null","null"
"Childhood immunizations","2018","27119","Polk","Childhood (24-35 months)","PCV","81.3","399","null","null","null","null"
"Childhood immunizations","2019","27119","Polk","Childhood (24-35 months)","PCV","80.7","435","null","null","null","null"
"Childhood immunizations","2020","27119","Polk  ","Childhood (24-35 months)","PCV","80.1","361","null","null","null","null"
"Childhood immunizations","2021","27119","Polk  ","Childhood (24-35 months)","PCV","74.9","362","null","null","null","null"
"Childhood immunizations","2022","27119","Polk  ","Childhood (24-35 months)","PCV","78.7","371","null","null","null","null"
"Childhood immunizations","2023","27119","Polk  ","Childhood (24-35 months)","PCV","75.8","389","null","null","null","null"
"Childhood immunizations","2015","27121","Pope","Childhood (24-35 months)","PCV","87.9","116","null","null","null","null"
"Childhood immunizations","2016","27121","Pope","Childhood (24-35 months)","PCV","88.1","109","null","null","null","null"
"Childhood immunizations","2017","27121","Pope","Childhood (24-35 months)","PCV","79.0","124","null","null","null","null"
"Childhood immunizations","2018","27121","Pope","Childhood (24-35 months)","PCV","89.2","137","null","null","null","null"
"Childhood immunizations","2019","27121","Pope","Childhood (24-35 months)","PCV","85.4","130","null","null","null","null"
"Childhood immunizations","2020","27121","Pope  ","Childhood (24-35 months)","PCV","84.0","131","null","null","null","null"
"Childhood immunizations","2021","27121","Pope  ","Childhood (24-35 months)","PCV","82.2","107","null","null","null","null"
"Childhood immunizations","2022","27121","Pope  ","Childhood (24-35 months)","PCV","84.7","137","null","null","null","null"
"Childhood immunizations","2023","27121","Pope  ","Childhood (24-35 months)","PCV","84.8","112","null","null","null","null"
"Childhood immunizations","2015","27123","Ramsey","Childhood (24-35 months)","PCV","73.3","8249","null","null","null","null"
"Childhood immunizations","2016","27123","Ramsey","Childhood (24-35 months)","PCV","72.4","8301","null","null","null","null"
"Childhood immunizations","2017","27123","Ramsey","Childhood (24-35 months)","PCV","74.6","8320","null","null","null","null"
"Childhood immunizations","2018","27123","Ramsey","Childhood (24-35 months)","PCV","78.4","8354","null","null","null","null"
"Childhood immunizations","2019","27123","Ramsey","Childhood (24-35 months)","PCV","78.3","8069","null","null","null","null"
"Childhood immunizations","2020","27123","Ramsey  ","Childhood (24-35 months)","PCV","78.8","8006","null","null","null","null"
"Childhood immunizations","2021","27123","Ramsey  ","Childhood (24-35 months)","PCV","67.4","8136","null","null","null","null"
"Childhood immunizations","2022","27123","Ramsey  ","Childhood (24-35 months)","PCV","75.8","6994","null","null","null","null"
"Childhood immunizations","2023","27123","Ramsey  ","Childhood (24-35 months)","PCV","75.1","6591","null","null","null","null"
"Childhood immunizations","2015","27125","Red Lake","Childhood (24-35 months)","PCV","85.9","64","null","null","null","null"
"Childhood immunizations","2016","27125","Red Lake","Childhood (24-35 months)","PCV","70.6","51","null","null","null","null"
"Childhood immunizations","2017","27125","Red Lake","Childhood (24-35 months)","PCV","85.5","55","null","null","null","null"
"Childhood immunizations","2018","27125","Red Lake","Childhood (24-35 months)","PCV","86.4","55","null","null","null","null"
"Childhood immunizations","2019","27125","Red Lake","Childhood (24-35 months)","PCV","78.4","37","null","null","null","null"
"Childhood immunizations","2020","27125","Red Lake  ","Childhood (24-35 months)","PCV","93.2","44","null","null","null","null"
"Childhood immunizations","2021","27125","Red Lake  ","Childhood (24-35 months)","PCV","78.3","46","null","null","null","null"
"Childhood immunizations","2022","27125","Red Lake  ","Childhood (24-35 months)","PCV","90.5","42","null","null","null","null"
"Childhood immunizations","2023","27125","Red Lake  ","Childhood (24-35 months)","PCV","79.0","57","null","null","null","null"
"Childhood immunizations","2015","27127","Redwood","Childhood (24-35 months)","PCV","87.3","181","null","null","null","null"
"Childhood immunizations","2016","27127","Redwood","Childhood (24-35 months)","PCV","83.4","199","null","null","null","null"
"Childhood immunizations","2017","27127","Redwood","Childhood (24-35 months)","PCV","87.0","184","null","null","null","null"
"Childhood immunizations","2018","27127","Redwood","Childhood (24-35 months)","PCV","84.8","209","null","null","null","null"
"Childhood immunizations","2019","27127","Redwood","Childhood (24-35 months)","PCV","90.2","194","null","null","null","null"
"Childhood immunizations","2020","27127","Redwood  ","Childhood (24-35 months)","PCV","85.0","206","null","null","null","null"
"Childhood immunizations","2021","27127","Redwood  ","Childhood (24-35 months)","PCV","79.6","191","null","null","null","null"
"Childhood immunizations","2022","27127","Redwood  ","Childhood (24-35 months)","PCV","87.1","210","null","null","null","null"
"Childhood immunizations","2023","27127","Redwood  ","Childhood (24-35 months)","PCV","77.0","187","null","null","null","null"
"Childhood immunizations","2015","27129","Renville","Childhood (24-35 months)","PCV","76.7","206","null","null","null","null"
"Childhood immunizations","2016","27129","Renville","Childhood (24-35 months)","PCV","85.9","177","null","null","null","null"
"Childhood immunizations","2017","27129","Renville","Childhood (24-35 months)","PCV","79.1","182","null","null","null","null"
"Childhood immunizations","2018","27129","Renville","Childhood (24-35 months)","PCV","87.7","182","null","null","null","null"
"Childhood immunizations","2019","27129","Renville","Childhood (24-35 months)","PCV","83.7","202","null","null","null","null"
"Childhood immunizations","2020","27129","Renville  ","Childhood (24-35 months)","PCV","84.3","191","null","null","null","null"
"Childhood immunizations","2021","27129","Renville  ","Childhood (24-35 months)","PCV","78.3","189","null","null","null","null"
"Childhood immunizations","2022","27129","Renville  ","Childhood (24-35 months)","PCV","86.2","167","null","null","null","null"
"Childhood immunizations","2023","27129","Renville  ","Childhood (24-35 months)","PCV","81.8","159","null","null","null","null"
"Childhood immunizations","2015","27131","Rice","Childhood (24-35 months)","PCV","81.4","821","null","null","null","null"
"Childhood immunizations","2016","27131","Rice","Childhood (24-35 months)","PCV","79.9","802","null","null","null","null"
"Childhood immunizations","2017","27131","Rice","Childhood (24-35 months)","PCV","80.5","778","null","null","null","null"
"Childhood immunizations","2018","27131","Rice","Childhood (24-35 months)","PCV","80.4","824","null","null","null","null"
"Childhood immunizations","2019","27131","Rice","Childhood (24-35 months)","PCV","78.9","825","null","null","null","null"
"Childhood immunizations","2020","27131","Rice  ","Childhood (24-35 months)","PCV","81.8","775","null","null","null","null"
"Childhood immunizations","2021","27131","Rice  ","Childhood (24-35 months)","PCV","79.8","764","null","null","null","null"
"Childhood immunizations","2022","27131","Rice  ","Childhood (24-35 months)","PCV","78.9","745","null","null","null","null"
"Childhood immunizations","2023","27131","Rice  ","Childhood (24-35 months)","PCV","73.4","681","null","null","null","null"
"Childhood immunizations","2015","27133","Rock","Childhood (24-35 months)","PCV","90.6","117","null","null","null","null"
"Childhood immunizations","2016","27133","Rock","Childhood (24-35 months)","PCV","87.1","116","null","null","null","null"
"Childhood immunizations","2017","27133","Rock","Childhood (24-35 months)","PCV","83.1","71","null","null","null","null"
"Childhood immunizations","2018","27133","Rock","Childhood (24-35 months)","PCV","87.9","75","null","null","null","null"
"Childhood immunizations","2019","27133","Rock","Childhood (24-35 months)","PCV","89.6","77","null","null","null","null"
"Childhood immunizations","2020","27133","Rock  ","Childhood (24-35 months)","PCV","95.0","60","null","null","null","null"
"Childhood immunizations","2021","27133","Rock  ","Childhood (24-35 months)","PCV","80.0","70","null","null","null","null"
"Childhood immunizations","2022","27133","Rock  ","Childhood (24-35 months)","PCV","87.5","56","null","null","null","null"
"Childhood immunizations","2023","27133","Rock  ","Childhood (24-35 months)","PCV","68.8","77","null","null","null","null"
"Childhood immunizations","2015","27135","Roseau","Childhood (24-35 months)","PCV","64.4","222","null","null","null","null"
"Childhood immunizations","2016","27135","Roseau","Childhood (24-35 months)","PCV","77.1","227","null","null","null","null"
"Childhood immunizations","2017","27135","Roseau","Childhood (24-35 months)","PCV","75.4","183","null","null","null","null"
"Childhood immunizations","2018","27135","Roseau","Childhood (24-35 months)","PCV","77.8","176","null","null","null","null"
"Childhood immunizations","2019","27135","Roseau","Childhood (24-35 months)","PCV","75.1","185","null","null","null","null"
"Childhood immunizations","2020","27135","Roseau  ","Childhood (24-35 months)","PCV","73.2","149","null","null","null","null"
"Childhood immunizations","2021","27135","Roseau  ","Childhood (24-35 months)","PCV","71.0","179","null","null","null","null"
"Childhood immunizations","2022","27135","Roseau  ","Childhood (24-35 months)","PCV","76.7","176","null","null","null","null"
"Childhood immunizations","2023","27135","Roseau  ","Childhood (24-35 months)","PCV","70.4","169","null","null","null","null"
"Childhood immunizations","2015","27137","St. Louis","Childhood (24-35 months)","PCV","81.3","2161","null","null","null","null"
"Childhood immunizations","2016","27137","St. Louis","Childhood (24-35 months)","PCV","82.8","2164","null","null","null","null"
"Childhood immunizations","2017","27137","St. Louis","Childhood (24-35 months)","PCV","82.7","2133","null","null","null","null"
"Childhood immunizations","2018","27137","St. Louis","Childhood (24-35 months)","PCV","85.2","2011","null","null","null","null"
"Childhood immunizations","2019","27137","St. Louis","Childhood (24-35 months)","PCV","84.2","2015","null","null","null","null"
"Childhood immunizations","2020","27137","Saint Louis  ","Childhood (24-35 months)","PCV","84.6","2001","null","null","null","null"
"Childhood immunizations","2021","27137","Saint Louis  ","Childhood (24-35 months)","PCV","79.1","1944","null","null","null","null"
"Childhood immunizations","2022","27137","Saint Louis  ","Childhood (24-35 months)","PCV","79.3","1809","null","null","null","null"
"Childhood immunizations","2023","27137","Saint Louis  ","Childhood (24-35 months)","PCV","77.7","1873","null","null","null","null"
"Childhood immunizations","2015","27139","Scott","Childhood (24-35 months)","PCV","78.4","2144","null","null","null","null"
"Childhood immunizations","2016","27139","Scott","Childhood (24-35 months)","PCV","78.2","2134","null","null","null","null"
"Childhood immunizations","2017","27139","Scott","Childhood (24-35 months)","PCV","68.6","2064","null","null","null","null"
"Childhood immunizations","2018","27139","Scott","Childhood (24-35 months)","PCV","80.1","2095","null","null","null","null"
"Childhood immunizations","2019","27139","Scott","Childhood (24-35 months)","PCV","81.9","2031","null","null","null","null"
"Childhood immunizations","2020","27139","Scott  ","Childhood (24-35 months)","PCV","81.9","1979","null","null","null","null"
"Childhood immunizations","2021","27139","Scott  ","Childhood (24-35 months)","PCV","80.5","1143","null","null","null","null"
"Childhood immunizations","2022","27139","Scott  ","Childhood (24-35 months)","PCV","80.4","1229","null","null","null","null"
"Childhood immunizations","2023","27139","Scott  ","Childhood (24-35 months)","PCV","73.6","1236","null","null","null","null"
"Childhood immunizations","2015","27141","Sherburne","Childhood (24-35 months)","PCV","79.1","1232","null","null","null","null"
"Childhood immunizations","2016","27141","Sherburne","Childhood (24-35 months)","PCV","79.3","1216","null","null","null","null"
"Childhood immunizations","2017","27141","Sherburne","Childhood (24-35 months)","PCV","75.5","1215","null","null","null","null"
"Childhood immunizations","2018","27141","Sherburne","Childhood (24-35 months)","PCV","85.4","1202","null","null","null","null"
"Childhood immunizations","2019","27141","Sherburne","Childhood (24-35 months)","PCV","84.3","1133","null","null","null","null"
"Childhood immunizations","2020","27141","Sherburne  ","Childhood (24-35 months)","PCV","84.5","1119","null","null","null","null"
"Childhood immunizations","2021","27141","Sherburne  ","Childhood (24-35 months)","PCV","80.8","167","null","null","null","null"
"Childhood immunizations","2022","27141","Sherburne  ","Childhood (24-35 months)","PCV","80.6","180","null","null","null","null"
"Childhood immunizations","2023","27141","Sherburne  ","Childhood (24-35 months)","PCV","76.7","167","null","null","null","null"
"Childhood immunizations","2015","27143","Sibley","Childhood (24-35 months)","PCV","67.9","187","null","null","null","null"
"Childhood immunizations","2016","27143","Sibley","Childhood (24-35 months)","PCV","68.0","203","null","null","null","null"
"Childhood immunizations","2017","27143","Sibley","Childhood (24-35 months)","PCV","83.4","163","null","null","null","null"
"Childhood immunizations","2018","27143","Sibley","Childhood (24-35 months)","PCV","84.5","160","null","null","null","null"
"Childhood immunizations","2019","27143","Sibley","Childhood (24-35 months)","PCV","82.1","168","null","null","null","null"
"Childhood immunizations","2020","27143","Sibley  ","Childhood (24-35 months)","PCV","82.7","173","null","null","null","null"
"Childhood immunizations","2021","27143","Sibley  ","Childhood (24-35 months)","PCV","84.1","1843","null","null","null","null"
"Childhood immunizations","2022","27143","Sibley  ","Childhood (24-35 months)","PCV","83.8","1909","null","null","null","null"
"Childhood immunizations","2023","27143","Sibley  ","Childhood (24-35 months)","PCV","83.7","1888","null","null","null","null"
"Childhood immunizations","2015","27145","Stearns","Childhood (24-35 months)","PCV","80.5","2175","null","null","null","null"
"Childhood immunizations","2016","27145","Stearns","Childhood (24-35 months)","PCV","83.9","2107","null","null","null","null"
"Childhood immunizations","2017","27145","Stearns","Childhood (24-35 months)","PCV","82.5","2497","null","null","null","null"
"Childhood immunizations","2018","27145","Stearns","Childhood (24-35 months)","PCV","84.0","2411","null","null","null","null"
"Childhood immunizations","2019","27145","Stearns","Childhood (24-35 months)","PCV","84.3","2548","null","null","null","null"
"Childhood immunizations","2020","27145","Stearns  ","Childhood (24-35 months)","PCV","84.2","2518","null","null","null","null"
"Childhood immunizations","2021","27145","Stearns  ","Childhood (24-35 months)","PCV","78.6","2438","null","null","null","null"
"Childhood immunizations","2022","27145","Stearns  ","Childhood (24-35 months)","PCV","81.3","2175","null","null","null","null"
"Childhood immunizations","2023","27145","Stearns  ","Childhood (24-35 months)","PCV","77.5","2034","null","null","null","null"
"Childhood immunizations","2015","27147","Steele","Childhood (24-35 months)","PCV","84.6","525","null","null","null","null"
"Childhood immunizations","2016","27147","Steele","Childhood (24-35 months)","PCV","79.2","548","null","null","null","null"
"Childhood immunizations","2017","27147","Steele","Childhood (24-35 months)","PCV","80.8","527","null","null","null","null"
"Childhood immunizations","2018","27147","Steele","Childhood (24-35 months)","PCV","80.8","520","null","null","null","null"
"Childhood immunizations","2019","27147","Steele","Childhood (24-35 months)","PCV","78.0","458","null","null","null","null"
"Childhood immunizations","2020","27147","Steele  ","Childhood (24-35 months)","PCV","81.9","436","null","null","null","null"
"Childhood immunizations","2021","27147","Steele  ","Childhood (24-35 months)","PCV","76.4","427","null","null","null","null"
"Childhood immunizations","2022","27147","Steele  ","Childhood (24-35 months)","PCV","80.2","409","null","null","null","null"
"Childhood immunizations","2023","27147","Steele  ","Childhood (24-35 months)","PCV","77.1","423","null","null","null","null"
"Childhood immunizations","2015","27149","Stevens","Childhood (24-35 months)","PCV","87.9","116","null","null","null","null"
"Childhood immunizations","2016","27149","Stevens","Childhood (24-35 months)","PCV","79.3","140","null","null","null","null"
"Childhood immunizations","2017","27149","Stevens","Childhood (24-35 months)","PCV","83.5","127","null","null","null","null"
"Childhood immunizations","2018","27149","Stevens","Childhood (24-35 months)","PCV","87.0","109","null","null","null","null"
"Childhood immunizations","2019","27149","Stevens","Childhood (24-35 months)","PCV","86.3","131","null","null","null","null"
"Childhood immunizations","2020","27149","Stevens  ","Childhood (24-35 months)","PCV","86.8","129","null","null","null","null"
"Childhood immunizations","2021","27149","Stevens  ","Childhood (24-35 months)","PCV","89.8","128","null","null","null","null"
"Childhood immunizations","2022","27149","Stevens  ","Childhood (24-35 months)","PCV","87.3","134","null","null","null","null"
"Childhood immunizations","2023","27149","Stevens  ","Childhood (24-35 months)","PCV","87.0","115","null","null","null","null"
"Childhood immunizations","2015","27151","Swift","Childhood (24-35 months)","PCV","80.6","108","null","null","null","null"
"Childhood immunizations","2016","27151","Swift","Childhood (24-35 months)","PCV","82.2","129","null","null","null","null"
"Childhood immunizations","2017","27151","Swift","Childhood (24-35 months)","PCV","81.3","123","null","null","null","null"
"Childhood immunizations","2018","27151","Swift","Childhood (24-35 months)","PCV","86.4","116","null","null","null","null"
"Childhood immunizations","2019","27151","Swift","Childhood (24-35 months)","PCV","77.9","131","null","null","null","null"
"Childhood immunizations","2020","27151","Swift  ","Childhood (24-35 months)","PCV","72.4","127","null","null","null","null"
"Childhood immunizations","2021","27151","Swift  ","Childhood (24-35 months)","PCV","71.6","116","null","null","null","null"
"Childhood immunizations","2022","27151","Swift  ","Childhood (24-35 months)","PCV","69.6","112","null","null","null","null"
"Childhood immunizations","2023","27151","Swift  ","Childhood (24-35 months)","PCV","78.3","129","null","null","null","null"
"Childhood immunizations","2015","27153","Todd","Childhood (24-35 months)","PCV","50.6","330","null","null","null","null"
"Childhood immunizations","2016","27153","Todd","Childhood (24-35 months)","PCV","65.8","313","null","null","null","null"
"Childhood immunizations","2017","27153","Todd","Childhood (24-35 months)","PCV","68.5","343","null","null","null","null"
"Childhood immunizations","2018","27153","Todd","Childhood (24-35 months)","PCV","67.9","340","null","null","null","null"
"Childhood immunizations","2019","27153","Todd","Childhood (24-35 months)","PCV","69.4","333","null","null","null","null"
"Childhood immunizations","2020","27153","Todd  ","Childhood (24-35 months)","PCV","67.5","329","null","null","null","null"
"Childhood immunizations","2021","27153","Todd  ","Childhood (24-35 months)","PCV","64.5","344","null","null","null","null"
"Childhood immunizations","2022","27153","Todd  ","Childhood (24-35 months)","PCV","59.8","331","null","null","null","null"
"Childhood immunizations","2023","27153","Todd  ","Childhood (24-35 months)","PCV","64.5","313","null","null","null","null"
"Childhood immunizations","2015","27155","Traverse","Childhood (24-35 months)","PCV","67.6","34","null","null","null","null"
"Childhood immunizations","2016","27155","Traverse","Childhood (24-35 months)","PCV","74.3","35","null","null","null","null"
"Childhood immunizations","2017","27155","Traverse","Childhood (24-35 months)","PCV","94.7","19","null","null","null","null"
"Childhood immunizations","2018","27155","Traverse","Childhood (24-35 months)","PCV","78.6","23","null","null","null","null"
"Childhood immunizations","2019","27155","Traverse","Childhood (24-35 months)","PCV","78.4","37","null","null","null","null"
"Childhood immunizations","2020","27155","Traverse  ","Childhood (24-35 months)","PCV","84.6","26","null","null","null","null"
"Childhood immunizations","2021","27155","Traverse  ","Childhood (24-35 months)","PCV","90.3","31","null","null","null","null"
"Childhood immunizations","2022","27155","Traverse  ","Childhood (24-35 months)","PCV","82.5","40","null","null","null","null"
"Childhood immunizations","2023","27155","Traverse  ","Childhood (24-35 months)","PCV","67.7","31","null","null","null","null"
"Childhood immunizations","2015","27157","Wabasha","Childhood (24-35 months)","PCV","83.2","226","null","null","null","null"
"Childhood immunizations","2016","27157","Wabasha","Childhood (24-35 months)","PCV","84.1","258","null","null","null","null"
"Childhood immunizations","2017","27157","Wabasha","Childhood (24-35 months)","PCV","84.3","254","null","null","null","null"
"Childhood immunizations","2018","27157","Wabasha","Childhood (24-35 months)","PCV","83.7","270","null","null","null","null"
"Childhood immunizations","2019","27157","Wabasha","Childhood (24-35 months)","PCV","83.3","264","null","null","null","null"
"Childhood immunizations","2020","27157","Wabasha  ","Childhood (24-35 months)","PCV","83.7","282","null","null","null","null"
"Childhood immunizations","2021","27157","Wabasha  ","Childhood (24-35 months)","PCV","65.9","328","null","null","null","null"
"Childhood immunizations","2022","27157","Wabasha  ","Childhood (24-35 months)","PCV","82.2","236","null","null","null","null"
"Childhood immunizations","2023","27157","Wabasha  ","Childhood (24-35 months)","PCV","86.4","243","null","null","null","null"
"Childhood immunizations","2015","27159","Wadena","Childhood (24-35 months)","PCV","51.0","202","null","null","null","null"
"Childhood immunizations","2016","27159","Wadena","Childhood (24-35 months)","PCV","67.2","238","null","null","null","null"
"Childhood immunizations","2017","27159","Wadena","Childhood (24-35 months)","PCV","63.8","276","null","null","null","null"
"Childhood immunizations","2018","27159","Wadena","Childhood (24-35 months)","PCV","68.9","238","null","null","null","null"
"Childhood immunizations","2019","27159","Wadena","Childhood (24-35 months)","PCV","67.5","240","null","null","null","null"
"Childhood immunizations","2020","27159","Wadena  ","Childhood (24-35 months)","PCV","64.2","260","null","null","null","null"
"Childhood immunizations","2021","27159","Wadena  ","Childhood (24-35 months)","PCV","59.1","203","null","null","null","null"
"Childhood immunizations","2022","27159","Wadena  ","Childhood (24-35 months)","PCV","69.2","198","null","null","null","null"
"Childhood immunizations","2023","27159","Wadena  ","Childhood (24-35 months)","PCV","66.0","150","null","null","null","null"
"Childhood immunizations","2015","27161","Waseca","Childhood (24-35 months)","PCV","89.6","249","null","null","null","null"
"Childhood immunizations","2016","27161","Waseca","Childhood (24-35 months)","PCV","90.1","233","null","null","null","null"
"Childhood immunizations","2017","27161","Waseca","Childhood (24-35 months)","PCV","90.7","225","null","null","null","null"
"Childhood immunizations","2018","27161","Waseca","Childhood (24-35 months)","PCV","87.8","238","null","null","null","null"
"Childhood immunizations","2019","27161","Waseca","Childhood (24-35 months)","PCV","83.3","203","null","null","null","null"
"Childhood immunizations","2020","27161","Waseca  ","Childhood (24-35 months)","PCV","85.8","204","null","null","null","null"
"Childhood immunizations","2021","27161","Waseca  ","Childhood (24-35 months)","PCV","80.4","219","null","null","null","null"
"Childhood immunizations","2022","27161","Waseca  ","Childhood (24-35 months)","PCV","76.7","210","null","null","null","null"
"Childhood immunizations","2023","27161","Waseca  ","Childhood (24-35 months)","PCV","82.7","191","null","null","null","null"
"Childhood immunizations","2015","27163","Washington","Childhood (24-35 months)","PCV","81.6","3166","null","null","null","null"
"Childhood immunizations","2016","27163","Washington","Childhood (24-35 months)","PCV","80.1","3254","null","null","null","null"
"Childhood immunizations","2017","27163","Washington","Childhood (24-35 months)","PCV","80.2","3121","null","null","null","null"
"Childhood immunizations","2018","27163","Washington","Childhood (24-35 months)","PCV","86.6","3091","null","null","null","null"
"Childhood immunizations","2019","27163","Washington","Childhood (24-35 months)","PCV","87.0","3044","null","null","null","null"
"Childhood immunizations","2020","27163","Washington  ","Childhood (24-35 months)","PCV","86.0","3024","null","null","null","null"
"Childhood immunizations","2021","27163","Washington  ","Childhood (24-35 months)","PCV","83.6","2935","null","null","null","null"
"Childhood immunizations","2022","27163","Washington  ","Childhood (24-35 months)","PCV","83.4","3141","null","null","null","null"
"Childhood immunizations","2023","27163","Washington  ","Childhood (24-35 months)","PCV","83.0","3082","null","null","null","null"
"Childhood immunizations","2015","27165","Watonwan","Childhood (24-35 months)","PCV","82.1","151","null","null","null","null"
"Childhood immunizations","2016","27165","Watonwan","Childhood (24-35 months)","PCV","87.4","135","null","null","null","null"
"Childhood immunizations","2017","27165","Watonwan","Childhood (24-35 months)","PCV","88.9","153","null","null","null","null"
"Childhood immunizations","2018","27165","Watonwan","Childhood (24-35 months)","PCV","87.1","159","null","null","null","null"
"Childhood immunizations","2019","27165","Watonwan","Childhood (24-35 months)","PCV","87.1","147","null","null","null","null"
"Childhood immunizations","2020","27165","Watonwan  ","Childhood (24-35 months)","PCV","92.4","172","null","null","null","null"
"Childhood immunizations","2021","27165","Watonwan  ","Childhood (24-35 months)","PCV","84.6","169","null","null","null","null"
"Childhood immunizations","2022","27165","Watonwan  ","Childhood (24-35 months)","PCV","86.4","177","null","null","null","null"
"Childhood immunizations","2023","27165","Watonwan  ","Childhood (24-35 months)","PCV","83.3","156","null","null","null","null"
"Childhood immunizations","2015","27167","Wilkin","Childhood (24-35 months)","PCV","73.9","69","null","null","null","null"
"Childhood immunizations","2016","27167","Wilkin","Childhood (24-35 months)","PCV","67.3","104","null","null","null","null"
"Childhood immunizations","2017","27167","Wilkin","Childhood (24-35 months)","PCV","83.1","65","null","null","null","null"
"Childhood immunizations","2018","27167","Wilkin","Childhood (24-35 months)","PCV","89.2","55","null","null","null","null"
"Childhood immunizations","2019","27167","Wilkin","Childhood (24-35 months)","PCV","86.1","86","null","null","null","null"
"Childhood immunizations","2020","27167","Wilkin  ","Childhood (24-35 months)","PCV","75.9","79","null","null","null","null"
"Childhood immunizations","2021","27167","Wilkin  ","Childhood (24-35 months)","PCV","79.5","83","null","null","null","null"
"Childhood immunizations","2022","27167","Wilkin  ","Childhood (24-35 months)","PCV","75.4","65","null","null","null","null"
"Childhood immunizations","2023","27167","Wilkin  ","Childhood (24-35 months)","PCV","73.0","63","null","null","null","null"
"Childhood immunizations","2015","27169","Winona","Childhood (24-35 months)","PCV","82.4","523","null","null","null","null"
"Childhood immunizations","2016","27169","Winona","Childhood (24-35 months)","PCV","75.0","501","null","null","null","null"
"Childhood immunizations","2017","27169","Winona","Childhood (24-35 months)","PCV","73.1","490","null","null","null","null"
"Childhood immunizations","2018","27169","Winona","Childhood (24-35 months)","PCV","78.3","517","null","null","null","null"
"Childhood immunizations","2019","27169","Winona","Childhood (24-35 months)","PCV","78.8","467","null","null","null","null"
"Childhood immunizations","2020","27169","Winona  ","Childhood (24-35 months)","PCV","80.3","488","null","null","null","null"
"Childhood immunizations","2021","27169","Winona  ","Childhood (24-35 months)","PCV","73.0","467","null","null","null","null"
"Childhood immunizations","2022","27169","Winona  ","Childhood (24-35 months)","PCV","78.3","488","null","null","null","null"
"Childhood immunizations","2023","27169","Winona  ","Childhood (24-35 months)","PCV","76.0","488","null","null","null","null"
"Childhood immunizations","2015","27171","Wright","Childhood (24-35 months)","PCV","64.9","1931","null","null","null","null"
"Childhood immunizations","2016","27171","Wright","Childhood (24-35 months)","PCV","66.0","1929","null","null","null","null"
"Childhood immunizations","2017","27171","Wright","Childhood (24-35 months)","PCV","72.0","1945","null","null","null","null"
"Childhood immunizations","2018","27171","Wright","Childhood (24-35 months)","PCV","82.1","1978","null","null","null","null"
"Childhood immunizations","2019","27171","Wright","Childhood (24-35 months)","PCV","81.8","2011","null","null","null","null"
"Childhood immunizations","2020","27171","Wright  ","Childhood (24-35 months)","PCV","80.9","1930","null","null","null","null"
"Childhood immunizations","2021","27171","Wright  ","Childhood (24-35 months)","PCV","78.1","1953","null","null","null","null"
